optimizer,loss,epoch,batch_size,learning_rate,idx_repeat,Loss,Accuracy
adam,categorical_crossentropy,250,30,1e-05,0,0.6034799814224243,0.8201569318771362
adam,categorical_crossentropy,250,30,1e-05,1,0.573000967502594,0.8330315947532654
adam,categorical_crossentropy,250,30,1e-05,2,0.6018179059028625,0.8083886504173279
adam,categorical_crossentropy,250,30,1e-05,3,0.5203893780708313,0.8484208583831787
adam,categorical_crossentropy,250,30,1e-05,4,0.539056658744812,0.8426876068115234
adam,categorical_crossentropy,250,30,1e-05,5,0.5394744873046875,0.8388653993606567
adam,categorical_crossentropy,250,30,1e-05,6,0.5967063307762146,0.8194528222084045
