model_name,optimizer,loss,epoch,batch_size,learning_rate,idx_repeat,test_loss,test_accuracy
model_01,sgd,categorical_crossentropy,10,128,0.0001,1,1.1920930376163597e-07,0.16086065769195557
model_01,sgd,categorical_crossentropy,10,128,0.0001,2,1.3731728792190552,0.21618852019309998
model_01,sgd,categorical_crossentropy,10,128,0.0001,3,1.3394650220870972,0.23668032884597778
model_01,sgd,categorical_crossentropy,10,128,0.0001,4,1.476764440536499,0.16188524663448334
model_01,sgd,categorical_crossentropy,10,128,1e-05,0,3.8587982654571533,0.2079918086528778
model_01,sgd,categorical_crossentropy,10,128,1e-05,1,2.272132635116577,0.09323770552873611
model_01,sgd,categorical_crossentropy,10,128,1e-05,2,2.860881805419922,0.11987704783678055
model_01,sgd,categorical_crossentropy,10,128,1e-05,3,1.9866876602172852,0.25204917788505554
model_01,sgd,categorical_crossentropy,10,128,1e-05,4,2.8480494022369385,0.17930327355861664
model_01,sgd,categorical_crossentropy,50,32,0.001,0,1.1920930376163597e-07,0.16086065769195557
model_01,sgd,categorical_crossentropy,50,32,0.001,1,1.385169506072998,0.15778689086437225
model_01,sgd,categorical_crossentropy,50,32,0.001,2,1.1920930376163597e-07,0.16086065769195557
model_01,sgd,categorical_crossentropy,50,32,0.001,3,0.9844934344291687,0.7028688788414001
model_01,sgd,categorical_crossentropy,50,32,0.001,4,1.0987664461135864,0.18135246634483337
model_01,sgd,categorical_crossentropy,50,32,0.0001,0,2.140089273452759,0.16086065769195557
model_01,sgd,categorical_crossentropy,50,32,0.0001,1,1.1024495363235474,0.7008196711540222
model_01,sgd,categorical_crossentropy,50,32,0.0001,2,1.0795259475708008,0.7028688788414001
model_01,sgd,categorical_crossentropy,50,32,0.0001,3,1.1181637048721313,0.7018442749977112
model_01,sgd,categorical_crossentropy,50,32,0.0001,4,1.1254088878631592,0.6116803288459778
model_01,sgd,categorical_crossentropy,50,32,1e-05,0,3.5578973293304443,0.10348360985517502
model_01,sgd,categorical_crossentropy,50,32,1e-05,1,1.256616473197937,0.16086065769195557
model_01,sgd,categorical_crossentropy,50,32,1e-05,2,1.3746061325073242,0.2049180269241333
model_01,sgd,categorical_crossentropy,50,32,1e-05,3,1.4851423501968384,0.23053278028964996
model_01,sgd,categorical_crossentropy,50,32,1e-05,4,1.3196147680282593,0.688524603843689
model_01,sgd,categorical_crossentropy,50,128,0.001,0,1.386066198348999,0.16086065769195557
model_01,sgd,categorical_crossentropy,50,128,0.001,1,1.3712124824523926,0.16086065769195557
