optimizer,loss,epoch,batch_size,learning_rate,idx_repeat,Loss,Accuracy
adam,categorical_crossentropy,250,30,1e-05,0,0.5025833249092102,0.8616071343421936
adam,categorical_crossentropy,250,30,1e-05,1,0.6511008143424988,0.824999988079071
adam,categorical_crossentropy,250,30,1e-05,2,0.5491957068443298,0.8366071581840515
adam,categorical_crossentropy,250,30,1e-05,3,0.5292145609855652,0.8419643044471741
adam,categorical_crossentropy,250,30,1e-05,4,0.5366157293319702,0.856249988079071
